runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
iprec_at_recall_0.10  	2117679317	0.0000	0.6667	0.2222	0.6667	0.6667	0.6667	0.6667	0.6667	0.1429	0.6667	0.5000	0.2000	0.5000	0.6667	0.5000	0.6000	0.5000	0.2000
iprec_at_recall_0.20  	2117679317	0.0000	0.6667	0.2222	0.6667	0.6667	0.6667	0.6667	0.6667	0.1429	0.6667	0.5000	0.2000	0.5000	0.6667	0.5000	0.6000	0.5000	0.2000
iprec_at_recall_0.30  	2117679317	0.0000	0.6667	0.2222	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.5000	0.1818	0.5000	0.6667	0.5000	0.6000	0.5000	0.1818
iprec_at_recall_0.40  	2117679317	0.0000	0.6667	0.2222	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.5000	0.1818	0.5000	0.6667	0.5000	0.6000	0.5000	0.1818
iprec_at_recall_0.50  	2117679317	0.0000	0.6667	0.2222	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.5000	0.1818	0.5000	0.6667	0.5000	0.6000	0.5000	0.1818
iprec_at_recall_0.60  	2117679317	0.0000	0.6667	0.0000	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.1667	0.0000	0.1667	0.6667	0.0000	0.6000	0.1667	0.0000
iprec_at_recall_0.70  	2117679317	0.0000	0.6667	0.0000	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.1667	0.0000	0.1667	0.6667	0.0000	0.6000	0.1667	0.0000
iprec_at_recall_0.80  	2117679317	0.0000	0.6667	0.0000	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	2117679317	0.0000	0.6667	0.0000	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	2117679317	0.0000	0.6667	0.0000	0.6667	0.6667	0.6667	0.6667	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	2117679317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_02            	2117679317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_03            	2117679317	0.0000	0.2346	0.0000	0.2346	0.2346	0.2346	0.2346	0.2346	0.0000	0.2346	0.2346	0.0000	0.2346	0.2346	0.2346	0.2346	0.2346	0.0000
ndcg_cut_04            	2117679317	0.0000	0.3049	0.0000	0.3049	0.3049	0.3049	0.3049	0.3049	0.0000	0.3049	0.3049	0.0000	0.3049	0.3049	0.3049	0.3049	0.3049	0.0000
ndcg_cut_05            	2117679317	0.0000	0.4698	0.1649	0.4698	0.4698	0.4698	0.4698	0.4698	0.0000	0.4698	0.3049	0.1649	0.3049	0.4698	0.3049	0.4698	0.3049	0.1649
ndcg_cut_06            	2117679317	0.0000	0.6216	0.1649	0.6216	0.6216	0.6216	0.6216	0.6216	0.0000	0.6216	0.3049	0.1649	0.3049	0.6216	0.3049	0.4698	0.3049	0.1649
ndcg_cut_07            	2117679317	0.0000	0.6216	0.1649	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.1649	0.3049	0.6216	0.3049	0.4698	0.3049	0.1649
ndcg_cut_08            	2117679317	0.0000	0.6216	0.1649	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.1649	0.3049	0.6216	0.3049	0.4698	0.3049	0.1649
ndcg_cut_09            	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.1649	0.3049	0.6216	0.3049	0.4698	0.3049	0.1649
ndcg_cut_10           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.1649	0.3049	0.6216	0.3049	0.4698	0.3049	0.1649
ndcg_cut_11           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_12           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_13           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_14           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_15           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_16           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_17           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.3049	0.2838	0.3049	0.6216	0.3049	0.4698	0.3049	0.2838
ndcg_cut_18           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.4052	0.2838	0.4052	0.6216	0.3049	0.4698	0.4052	0.2838
ndcg_cut_19           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.4052	0.2838	0.4052	0.6216	0.3049	0.4698	0.4052	0.2838
ndcg_cut_20           	2117679317	0.0000	0.6216	0.2932	0.6216	0.6216	0.6216	0.6216	0.6216	0.1421	0.6216	0.4052	0.2838	0.4052	0.6216	0.3049	0.4698	0.4052	0.2838
num_ret               	2122702641	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	2122702641	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
num_rel_ret           	2122702641	3	8	2	8	7	7	7	7	4	7	8	3	8	8	8	8	8	3
map                   	2122702641	0.1827	0.3396	0.0147	0.3396	0.4408	0.4408	0.4709	0.4497	0.2176	0.4497	0.4086	0.1923	0.4086	0.4535	0.4535	0.4511	0.4026	0.1868
iprec_at_recall_0.00  	2122702641	1.0000	1.0000	0.1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	2122702641	1.0000	1.0000	0.1000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.20  	2122702641	0.3750	0.5000	0.0000	0.5000	1.0000	1.0000	1.0000	1.0000	0.4286	1.0000	0.6667	0.5000	0.6667	0.8000	0.8000	0.8000	0.6667	0.4286
iprec_at_recall_0.30  	2122702641	0.0000	0.5000	0.0000	0.5000	0.8000	0.8000	1.0000	1.0000	0.4000	1.0000	0.6667	0.0000	0.6667	0.8000	0.8000	0.8000	0.6667	0.0000
iprec_at_recall_0.40  	2122702641	0.0000	0.4000	0.0000	0.4000	0.7500	0.7500	0.7500	0.5455	0.0000	0.5455	0.5455	0.0000	0.5455	0.6667	0.6667	0.5833	0.5455	0.0000
iprec_at_recall_0.50  	2122702641	0.0000	0.4000	0.0000	0.4000	0.4667	0.4667	0.5385	0.4667	0.0000	0.4667	0.5000	0.0000	0.5000	0.5833	0.5833	0.5833	0.5000	0.0000
iprec_at_recall_0.60  	2122702641	0.0000	0.4000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.5000	0.4706	0.4706	0.4706	0.4211	0.0000
iprec_at_recall_0.70  	2122702641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	2122702641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	2122702641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	2122702641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	2122702641	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	2122702641	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_03            	2122702641	0.4335	0.4335	0.0000	0.4335	0.5665	0.5665	0.5665	0.5665	0.4335	0.5665	0.4335	0.4335	0.4335	0.4335	0.4335	0.4335	0.4335	0.4335
ndcg_cut_04            	2122702641	0.3890	0.3890	0.0000	0.3890	0.5083	0.5083	0.7137	0.7137	0.3890	0.7137	0.3890	0.3890	0.3890	0.4917	0.4917	0.4917	0.3890	0.3890
ndcg_cut_05            	2122702641	0.3561	0.3561	0.0000	0.3561	0.6343	0.6343	0.6534	0.6534	0.3561	0.6534	0.4406	0.3561	0.4406	0.6191	0.6191	0.6191	0.4406	0.3561
ndcg_cut_06            	2122702641	0.3304	0.3304	0.0000	0.3304	0.5885	0.5885	0.6784	0.6784	0.3304	0.6784	0.5532	0.4026	0.5532	0.5745	0.5745	0.5745	0.5532	0.3304
ndcg_cut_07            	2122702641	0.3095	0.3728	0.0000	0.3728	0.6145	0.6145	0.6355	0.6355	0.3728	0.6355	0.5182	0.3771	0.5182	0.5381	0.5381	0.6014	0.5182	0.3728
ndcg_cut_08            	2122702641	0.3485	0.4647	0.0000	0.4647	0.6363	0.6363	0.6561	0.5996	0.3517	0.5996	0.4889	0.3558	0.4889	0.5642	0.5642	0.5674	0.4889	0.3517
ndcg_cut_09            	2122702641	0.3307	0.4410	0.0000	0.4410	0.6038	0.6038	0.6225	0.5689	0.3338	0.5689	0.4639	0.3376	0.4639	0.5865	0.5865	0.5384	0.4639	0.3338
ndcg_cut_10           	2122702641	0.3152	0.4203	0.0000	0.4203	0.5755	0.5755	0.5934	0.5423	0.3649	0.5423	0.4890	0.3218	0.4890	0.5590	0.5590	0.5132	0.4890	0.3181
ndcg_cut_11           	2122702641	0.3016	0.4021	0.0432	0.4021	0.5506	0.5506	0.5678	0.5621	0.3492	0.5621	0.5111	0.3079	0.5111	0.5349	0.5349	0.5342	0.5111	0.3044
ndcg_cut_12           	2122702641	0.2895	0.3860	0.0415	0.3860	0.5285	0.5285	0.5449	0.5395	0.3351	0.5395	0.4905	0.2955	0.4905	0.5536	0.5536	0.5529	0.4905	0.2921
ndcg_cut_13           	2122702641	0.2786	0.4091	0.0399	0.4091	0.5086	0.5086	0.5620	0.5192	0.3225	0.5192	0.4721	0.2844	0.4721	0.5328	0.5328	0.5322	0.4721	0.2812
ndcg_cut_14           	2122702641	0.2786	0.4091	0.0399	0.4091	0.5086	0.5086	0.5620	0.5192	0.3225	0.5192	0.5087	0.2844	0.5087	0.5328	0.5328	0.5322	0.5087	0.2812
ndcg_cut_15           	2122702641	0.2786	0.4091	0.0399	0.4091	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5087	0.2844	0.5087	0.5328	0.5328	0.5322	0.5087	0.2812
ndcg_cut_16           	2122702641	0.2786	0.4091	0.0399	0.4091	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5438	0.2844	0.5438	0.5328	0.5328	0.5322	0.5087	0.2812
ndcg_cut_17           	2122702641	0.2786	0.4091	0.0399	0.4091	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5438	0.2844	0.5438	0.5671	0.5671	0.5665	0.5087	0.2812
ndcg_cut_18           	2122702641	0.2786	0.4428	0.0399	0.4428	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5438	0.2844	0.5438	0.5671	0.5671	0.5665	0.5087	0.2812
ndcg_cut_19           	2122702641	0.2786	0.4759	0.0399	0.4759	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5438	0.2844	0.5438	0.5671	0.5671	0.5665	0.5419	0.2812
ndcg_cut_20           	2122702641	0.2786	0.5085	0.0725	0.5085	0.5444	0.5444	0.5620	0.5550	0.3225	0.5550	0.5438	0.2844	0.5438	0.5671	0.5671	0.5665	0.5419	0.2812
num_ret               	2125380335	20	13	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	2125380335	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
num_rel_ret           	2125380335	3	2	3	2	2	4	5	2	3	5	1	4	2	1	2	2	1	4
map                   	2125380335	0.1742	0.0312	0.0851	0.1061	0.0184	0.2760	0.3012	0.0347	0.1433	0.2863	0.0057	0.1189	0.1515	0.0057	0.1818	0.1818	0.0057	0.1134
iprec_at_recall_0.00  	2125380335	1.0000	0.2000	0.5000	0.6667	0.1250	1.0000	1.0000	0.2000	1.0000	1.0000	0.0625	0.5000	1.0000	0.0625	1.0000	1.0000	0.0625	0.5000
iprec_at_recall_0.10  	2125380335	0.6667	0.2000	0.2222	0.6667	0.1250	1.0000	1.0000	0.1818	0.4000	1.0000	0.0000	0.2857	0.6667	0.0000	1.0000	1.0000	0.0000	0.2667
iprec_at_recall_0.20  	2125380335	0.2500	0.0000	0.2143	0.0000	0.0000	0.7500	0.7500	0.0000	0.1765	0.6000	0.0000	0.2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.2667
iprec_at_recall_0.30  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.2857	0.2857	0.0000	0.0000	0.2857	0.0000	0.2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.2667
iprec_at_recall_0.40  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2778	0.0000	0.0000	0.2632	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	2125380335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	2125380335	0.5000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.5000	1.0000	0.0000	0.0000	1.0000	0.0000	1.0000	1.0000	0.0000	0.0000
ndcg_cut_02            	2125380335	0.3066	0.0000	0.1934	0.3869	0.0000	0.8066	0.8066	0.0000	0.3066	0.8066	0.0000	0.1934	0.6131	0.0000	0.8066	0.8066	0.0000	0.1934
ndcg_cut_03            	2125380335	0.3987	0.0000	0.1677	0.4683	0.0000	0.6994	0.6994	0.0000	0.2658	0.6994	0.0000	0.1677	0.6646	0.0000	0.6994	0.6994	0.0000	0.1677
ndcg_cut_04            	2125380335	0.3578	0.0000	0.1505	0.4202	0.0000	0.7303	0.7303	0.0000	0.2385	0.6275	0.0000	0.1505	0.5963	0.0000	0.6275	0.6275	0.0000	0.1505
ndcg_cut_05            	2125380335	0.3276	0.0000	0.1378	0.3847	0.0000	0.6686	0.6686	0.1690	0.3028	0.6590	0.0000	0.1378	0.5459	0.0000	0.5745	0.5745	0.0000	0.1378
ndcg_cut_06            	2125380335	0.3039	0.0000	0.1278	0.3570	0.0000	0.6203	0.6203	0.1568	0.2810	0.6114	0.0000	0.1278	0.5065	0.0000	0.5331	0.5331	0.0000	0.1278
ndcg_cut_07            	2125380335	0.2847	0.1265	0.1197	0.3344	0.0000	0.5811	0.5811	0.1468	0.2632	0.5728	0.0000	0.1197	0.4745	0.0000	0.4993	0.4993	0.0000	0.1197
ndcg_cut_08            	2125380335	0.2686	0.1194	0.1130	0.3155	0.0000	0.5482	0.5482	0.1385	0.2483	0.5404	0.0000	0.1695	0.4477	0.0000	0.4711	0.4711	0.0000	0.1695
ndcg_cut_09            	2125380335	0.2549	0.1133	0.2095	0.2994	0.0000	0.5202	0.5202	0.1315	0.2356	0.5128	0.0000	0.1608	0.4248	0.0000	0.4470	0.4470	0.0000	0.1608
ndcg_cut_10           	2125380335	0.2429	0.1548	0.1997	0.2853	0.0000	0.4958	0.4958	0.1253	0.2246	0.4888	0.0000	0.1533	0.4049	0.0000	0.4261	0.4261	0.0000	0.1533
ndcg_cut_11           	2125380335	0.2324	0.1481	0.1911	0.2730	0.0000	0.4744	0.4744	0.1631	0.2149	0.4676	0.0000	0.2331	0.3874	0.0000	0.4077	0.4077	0.0000	0.1466
ndcg_cut_12           	2125380335	0.2743	0.1481	0.1911	0.2730	0.0000	0.4744	0.4744	0.1631	0.2149	0.4676	0.0000	0.2331	0.3874	0.0000	0.4077	0.4077	0.0000	0.1466
ndcg_cut_13           	2125380335	0.2743	0.1481	0.1911	0.2730	0.0814	0.4744	0.4744	0.1631	0.2149	0.4676	0.0000	0.2331	0.3874	0.0000	0.4077	0.4077	0.0000	0.2280
ndcg_cut_14           	2125380335	0.2743	0.1481	0.2307	0.2730	0.0814	0.5141	0.5141	0.1631	0.2149	0.5073	0.0000	0.2728	0.3874	0.0000	0.4077	0.4077	0.0000	0.2280
ndcg_cut_15           	2125380335	0.2743	0.1481	0.2307	0.2730	0.0814	0.5141	0.5141	0.1631	0.2149	0.5073	0.0000	0.2728	0.3874	0.0000	0.4077	0.4077	0.0000	0.2668
ndcg_cut_16           	2125380335	0.2743	0.1481	0.2307	0.2730	0.1193	0.5141	0.5141	0.1631	0.2149	0.5073	0.0379	0.2728	0.3874	0.0379	0.4077	0.4077	0.0379	0.2668
ndcg_cut_17           	2125380335	0.2743	0.1481	0.2307	0.2730	0.1193	0.5141	0.5141	0.1631	0.2521	0.5073	0.0379	0.2728	0.3874	0.0379	0.4077	0.4077	0.0379	0.2668
ndcg_cut_18           	2125380335	0.2743	0.1481	0.2307	0.2730	0.1193	0.5141	0.5506	0.1631	0.2521	0.5073	0.0379	0.2728	0.3874	0.0379	0.4077	0.4077	0.0379	0.2668
ndcg_cut_19           	2125380335	0.2743	0.1481	0.2307	0.2730	0.1193	0.5141	0.5506	0.1631	0.2521	0.5431	0.0379	0.2728	0.3874	0.0379	0.4077	0.4077	0.0379	0.2668
ndcg_cut_20           	2125380335	0.2743	0.1481	0.2307	0.2730	0.1193	0.5141	0.5506	0.1631	0.2521	0.5431	0.0379	0.2728	0.3874	0.0379	0.4077	0.4077	0.0379	0.2668
num_ret               	2129711824	20	7	20	7	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	2129711824	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
num_rel_ret           	2129711824	0	3	6	3	4	4	4	4	6	4	3	3	3	3	3	3	3	3
map                   	2129711824	0.0000	0.4048	0.5085	0.4048	0.4603	0.4603	0.4402	0.4343	0.6888	0.4343	0.4333	0.2569	0.4333	0.4333	0.4048	0.4333	0.4333	0.2569
iprec_at_recall_0.00  	2129711824	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667
iprec_at_recall_0.10  	2129711824	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667
iprec_at_recall_0.20  	2129711824	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667
iprec_at_recall_0.30  	2129711824	0.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667	1.0000	1.0000	1.0000	1.0000	1.0000	0.6667
iprec_at_recall_0.40  	2129711824	0.0000	0.4286	0.6667	0.4286	0.4286	0.4286	0.3333	0.3333	0.6000	0.3333	0.6000	0.3750	0.6000	0.6000	0.4286	0.6000	0.6000	0.3750
iprec_at_recall_0.50  	2129711824	0.0000	0.4286	0.6667	0.4286	0.4286	0.4286	0.3333	0.3333	0.6000	0.3333	0.6000	0.3750	0.6000	0.6000	0.4286	0.6000	0.6000	0.3750
iprec_at_recall_0.60  	2129711824	0.0000	0.0000	0.6667	0.0000	0.3333	0.3333	0.3077	0.3333	0.5714	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	2129711824	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	2129711824	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	2129711824	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	2129711824	0.0000	0.0000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	2129711824	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	2129711824	0.0000	1.0000	0.3869	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.3869	1.0000	1.0000	1.0000	1.0000	1.0000	0.3869
ndcg_cut_03            	2129711824	0.0000	0.8671	0.3354	0.8671	0.8671	0.8671	0.8671	0.8671	0.8671	0.8671	0.8671	0.6013	0.8671	0.8671	0.8671	0.8671	0.8671	0.6013
ndcg_cut_04            	2129711824	0.0000	0.7780	0.5064	0.7780	0.7780	0.7780	0.7780	0.7780	0.7780	0.7780	0.7780	0.5395	0.7780	0.7780	0.7780	0.7780	0.7780	0.5395
ndcg_cut_05            	2129711824	0.0000	0.7123	0.5481	0.7123	0.7123	0.7123	0.7123	0.7123	0.7968	0.7123	0.7968	0.4939	0.7968	0.7968	0.7123	0.7968	0.7968	0.4939
ndcg_cut_06            	2129711824	0.0000	0.6609	0.5807	0.6609	0.6609	0.6609	0.6609	0.6609	0.7393	0.6609	0.7393	0.4583	0.7393	0.7393	0.6609	0.7393	0.7393	0.4583
ndcg_cut_07            	2129711824	0.0000	0.7284	0.5807	0.7284	0.7284	0.7284	0.6609	0.6609	0.8068	0.6609	0.7393	0.4583	0.7393	0.7393	0.7284	0.7393	0.7393	0.4583
ndcg_cut_08            	2129711824	0.0000	0.7284	0.5807	0.7284	0.7284	0.7284	0.6609	0.6609	0.8068	0.6609	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_09            	2129711824	0.0000	0.7284	0.5807	0.7284	0.7284	0.7284	0.7219	0.6609	0.8068	0.6609	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_10           	2129711824	0.0000	0.7284	0.5807	0.7284	0.7284	0.7284	0.7219	0.6609	0.8654	0.6609	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_11           	2129711824	0.0000	0.7284	0.5807	0.7284	0.7284	0.7284	0.7219	0.7174	0.8654	0.7174	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_12           	2129711824	0.0000	0.7284	0.5807	0.7284	0.7832	0.7832	0.7219	0.7722	0.8654	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_13           	2129711824	0.0000	0.7284	0.6340	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_14           	2129711824	0.0000	0.7284	0.6340	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_15           	2129711824	0.0000	0.7284	0.6846	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_16           	2129711824	0.0000	0.7284	0.6846	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_17           	2129711824	0.0000	0.7284	0.6846	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_18           	2129711824	0.0000	0.7284	0.6846	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
ndcg_cut_19           	2129711824	0.0000	0.7284	0.6846	0.7284	0.7832	0.7832	0.7751	0.7722	0.9186	0.7722	0.7393	0.5222	0.7393	0.7393	0.7284	0.7393	0.7393	0.5222
